CrashId,Latitude,Longitude,Date Of Crash,Crash Severity,Most Severe Injury,Route Class,Route Class Text Format,Roadway Name,corridor,corridor-section
477761,41.787167,-72.715547,2018-11-05,O,O,2,USRoute,44-E,,
477765,41.789269,-72.77445,2018-11-06,A,C,2,USRoute,44-E,,
480151,41.786213,-72.722694,2018-11-09,O,O,2,USRoute,44-E,,
477766,41.790341,-72.775771,2018-11-13,A,B,2,USRoute,44-E,,
484780,41.78576,-72.74701,2018-11-16,O,O,2,USRoute,44-E,,
481098,41.787207,-72.717185,2018-11-18,O,O,2,USRoute,44-E,,
483384,41.78653,-72.740539,2018-11-20,A,C,2,USRoute,44-E,,
484075,41.787136,-72.766213,2018-11-20,A,C,2,USRoute,44-E,,
485619,41.786434,-72.741763,2018-11-26,O,O,2,USRoute,44-E,,
485650,41.7868,-72.71918,2018-11-27,O,O,2,USRoute,44-E,,
488508,41.791264,-72.78236,2018-11-28,O,O,2,USRoute,44-E,,
495616,41.786505,-72.757892,2018-11-28,O,O,2,USRoute,44-E,,
485871,41.786267,-72.743858,2018-11-30,O,O,2,USRoute,44-E,,
495635,41.787368,-72.765906,2018-12-05,O,O,2,USRoute,44-E,,
500163,41.785885,-72.746653,2018-12-10,A,C,2,USRoute,44-E,,
501744,41.786544,-72.72049,2018-12-10,A,C,2,USRoute,44-E,,
498157,41.78739,-72.76624,2018-12-20,O,O,2,USRoute,44-E,,
498269,41.790732,-72.779085,2018-12-21,O,O,2,USRoute,44-E,,
500164,41.788642,-72.772885,2018-12-21,A,B,2,USRoute,44-E,,
498276,41.78571838,-72.74739264,2018-12-26,O,O,2,USRoute,44-E,,
503532,41.786112,-72.744552,2019-01-07,A,C,2,USRoute,44-E,,
506042,41.787418,-72.766581,2019-01-12,O,O,2,USRoute,44-E,,
518652,41.790673,-72.779277,2019-01-12,O,O,2,USRoute,44-E,,
506712,41.786434,-72.736486,2019-01-20,O,O,2,USRoute,44-E,,
507310,41.785873,-72.74599,2019-01-22,O,O,2,USRoute,44-E,,
507551,41.786457,-72.735325,2019-01-23,A,C,2,USRoute,44-E,,
507670,41.787661,-72.766384,2019-01-25,O,O,2,USRoute,44-E,,
507718,41.786807,-72.719191,2019-01-28,O,O,2,USRoute,44-E,,
519212,41.79309,-72.792359,2019-02-12,O,O,2,USRoute,44-E,,
516943,41.785917,-72.724218,2019-02-13,O,O,2,USRoute,44-E,,
521058,41.786441,-72.756548,2019-02-18,A,C,2,USRoute,44-E,,
521060,41.786278,-72.743217,2019-02-19,O,O,2,USRoute,44-E,,
521559,41.786539,-72.737896,2019-02-24,O,O,2,USRoute,44-E,,
522834,41.78885,-72.77374,2019-02-28,O,O,2,USRoute,44-E,,
522731,41.786118,-72.74458,2019-03-01,A,C,2,USRoute,44-E,,
522835,41.790736,-72.779357,2019-03-02,O,O,2,USRoute,44-E,,
523269,41.78597,-72.745861,2019-03-03,A,B,2,USRoute,44-E,,
523655,41.785996,-72.726111,2019-03-06,A,C,2,USRoute,44-E,,
523123,41.785704,-72.748682,2019-03-12,O,O,2,USRoute,44-W,,
526404,41.785704,-72.748302,2019-03-21,A,C,2,USRoute,44-W,,
528209,41.785995,-72.745853,2019-03-22,A,C,2,USRoute,44-E,,
536675,41.791327,-72.782717,2019-04-01,O,O,2,USRoute,44-E,,
535245,41.786783,-72.760881,2019-04-02,A,B,2,USRoute,44-E,,
542918,41.786879,-72.761361,2019-04-09,O,O,2,USRoute,44-E,,
542920,41.786063,-72.744567,2019-04-09,O,O,2,USRoute,44-E,,
541535,41.78602,-72.744947,2019-04-12,O,O,2,USRoute,44-E,,
541536,41.78621,-72.74377,2019-04-14,O,O,2,USRoute,44-E,,
535550,41.786518,-72.73938,2019-04-15,O,O,2,USRoute,44-E,,
538139,41.788416,-72.768725,2019-04-17,O,O,2,USRoute,44-E,,
543178,41.786179,-72.744337,2019-04-18,O,O,2,USRoute,44-E,,
543221,41.790955,-72.781131,2019-04-18,A,C,2,USRoute,44-E,,
548560,41.788562,-72.772529,2019-04-28,A,C,2,USRoute,44-E,,
544304,41.78599,-72.726293,2019-05-04,A,C,2,USRoute,44-E,,
550298,41.785712,-72.748846,2019-05-04,O,O,2,USRoute,44-W,,
545565,41.785874,-72.746629,2019-05-09,O,O,2,USRoute,44-E,,
545577,41.787133,-72.716846,2019-05-15,O,O,2,USRoute,44-E,,
549095,41.787145,-72.715248,2019-05-17,O,O,2,USRoute,44-E,,
553029,41.785975,-72.725429,2019-05-18,O,O,2,USRoute,44-E,,
545720,41.787162,-72.717294,2019-05-19,O,O,2,USRoute,44-E,,
551018,41.785686,-72.747894,2019-05-29,O,O,2,USRoute,44-E,,
551388,41.785936,-72.724234,2019-05-31,O,O,2,USRoute,44-E,,
551389,41.786443,-72.757051,2019-05-31,A,C,2,USRoute,44-E,,
558684,41.786264,-72.755126,2019-05-31,O,O,2,USRoute,44-E,,
553406,41.785614,-72.749571,2019-06-04,O,O,2,USRoute,44-E,,
561748,41.78609,-72.744639,2019-06-18,O,O,2,USRoute,44-E,,
562081,41.790837,-72.77992,2019-06-30,O,O,2,USRoute,44-E,,
562085,41.787426,-72.766772,2019-07-02,A,C,2,USRoute,44-E,,
562086,41.785566,-72.748954,2019-07-03,O,O,2,USRoute,44-E,,
562089,41.788859,-72.771605,2019-07-03,O,O,2,USRoute,44-E,,
572535,41.786185,-72.722497,2019-07-16,O,O,2,USRoute,44-E,,
573115,41.791539,-72.785368,2019-07-28,O,O,2,USRoute,44-E,,
576174,41.786372,-72.756453,2019-07-30,O,O,2,USRoute,44-E,,
572930,41.78954,-72.77484,2019-07-31,O,O,2,USRoute,44-E,,
578214,41.790631,-72.778893,2019-08-08,O,O,2,USRoute,44-E,,
574199,41.785751,-72.750126,2019-08-11,O,O,2,USRoute,44-W,,
578179,41.78576,-72.74701,2019-08-12,O,O,2,USRoute,44-E,,
578240,41.791351,-72.782761,2019-08-14,O,O,2,USRoute,44-E,,
581254,41.793152,-72.792599,2019-08-28,O,O,2,USRoute,44-E,,
581629,41.785891,-72.74607,2019-08-28,O,O,2,USRoute,44-E,,
581349,41.78594,-72.72418,2019-09-03,O,O,2,USRoute,44-E,,
582427,41.785577,-72.748826,2019-09-05,O,O,2,USRoute,44-E,,
584773,41.786592,-72.758442,2019-09-11,A,B,2,USRoute,44-E,,
584361,41.785841,-72.746445,2019-09-13,A,B,2,USRoute,44-E,,
584748,41.785594,-72.748824,2019-09-16,O,O,2,USRoute,44-E,,
594928,41.786486,-72.73541,2019-09-18,A,B,2,USRoute,44-E,,
603875,41.790644,-72.779249,2019-09-20,A,B,2,USRoute,44-E,,
594964,41.786916,-72.761627,2019-09-27,A,C,2,USRoute,44-E,,
594965,41.786399,-72.732537,2019-09-27,O,O,2,USRoute,44-E,,
594970,41.785721,-72.749619,2019-09-29,O,O,2,USRoute,44-W,,
594980,41.787228,-72.766237,2019-10-02,A,C,2,USRoute,44-E,,
594982,41.785857,-72.751899,2019-10-02,O,O,2,USRoute,44-E,,
606542,41.786312,-72.743054,2019-10-08,A,C,2,USRoute,44-E,,
600861,41.786501,-72.721031,2019-10-18,A,C,2,USRoute,44-E,,
604253,41.789998,-72.775515,2019-10-20,O,O,2,USRoute,44-E,,
603932,41.787337,-72.766321,2019-10-22,O,O,2,USRoute,44-E,,
606888,41.786303,-72.721821,2019-10-29,O,O,2,USRoute,44-E,,
609096,41.785975,-72.74522,2019-10-29,O,O,2,USRoute,44-E,,
609423,41.78594,-72.72418,2019-10-30,A,C,2,USRoute,44-E,,
609527,41.78547,-72.749075,2019-11-04,O,O,2,USRoute,44-E,,
610661,41.793071,-72.791866,2019-11-05,O,O,2,USRoute,44-E,,
609720,41.790698,-72.777216,2019-11-06,O,O,2,USRoute,44-E,,
610719,41.786461,-72.735325,2019-11-07,A,C,2,USRoute,44-E,,
612291,41.790678,-72.778721,2019-11-08,O,O,2,USRoute,44-E,,
612304,41.785834,-72.746176,2019-11-08,O,O,2,USRoute,44-E,,
613118,41.787124,-72.715328,2019-11-12,O,O,2,USRoute,44-E,,
614942,41.79294,-72.79087,2019-11-15,A,C,2,USRoute,44-E,,
615165,41.786589,-72.740629,2019-11-15,O,O,2,USRoute,44-E,,
622479,41.7859,-72.7451,2019-11-19,O,O,2,USRoute,44-E,,
619749,41.786296,-72.72179,2019-11-20,O,O,2,USRoute,44-E,,
621618,41.788658,-72.769603,2019-11-21,O,O,2,USRoute,44-E,,
625589,41.785955,-72.745655,2019-11-26,O,O,2,USRoute,44-E,,
620021,41.79158099,-72.7851804,2019-12-01,O,O,2,USRoute,44-E,,
625915,41.785583,-72.748959,2019-12-03,O,O,2,USRoute,44-E,,
625187,41.78594,-72.72418,2019-12-08,A,C,2,USRoute,44-E,,
625197,41.786121,-72.744581,2019-12-10,O,O,2,USRoute,44-E,,
625362,41.790656,-72.77816,2019-12-12,O,O,2,USRoute,44-E,,
632105,41.786012,-72.745289,2019-12-23,O,O,2,USRoute,44-E,,
633014,41.793328,-72.794348,2019-12-30,O,O,2,USRoute,44-E,,
633151,41.786476,-72.757171,2020-01-03,A,B,2,USRoute,44-E,,
718103,41.78885,-72.77374,2020-01-07,O,O,2,USRoute,44-E,,
638490,41.785957,-72.74586,2020-01-12,A,B,2,USRoute,44-E,,
637803,41.785942,-72.745543,2020-01-14,O,O,2,USRoute,44-E,,
639828,41.786204,-72.743813,2020-01-14,O,O,2,USRoute,44-E,,
638694,41.78616,-72.72852,2020-01-15,A,C,2,USRoute,44-E,,
642206,41.787565,-72.767156,2020-01-23,O,O,2,USRoute,44-E,,
644793,41.792469,-72.789542,2020-01-27,O,O,2,USRoute,44-E,,
645040,41.790872,-72.780666,2020-01-31,O,O,2,USRoute,44-E,,
646877,41.78716,-72.71529,2020-02-01,O,O,2,USRoute,44-E,,
648452,41.786436,-72.756798,2020-02-06,O,O,2,USRoute,44-E,,
655010,41.786458,-72.735342,2020-02-12,A,C,2,USRoute,44-E,,
655266,41.786449,-72.735349,2020-02-12,O,O,2,USRoute,44-E,,
655729,41.786118,-72.744592,2020-02-14,A,C,2,USRoute,44-E,,
657032,41.790964,-72.780926,2020-02-15,O,O,2,USRoute,44-E,,
662057,41.788634,-72.772252,2020-03-02,O,O,2,USRoute,44-E,,
662461,41.785856,-72.746103,2020-03-03,O,O,2,USRoute,44-E,,
662443,41.78942,-72.774663,2020-03-04,O,O,2,USRoute,44-E,,
665365,41.785777,-72.746226,2020-03-10,A,C,2,USRoute,44-E,,
665371,41.785955,-72.745709,2020-03-13,O,O,2,USRoute,44-E,,
671516,41.748652,-72.733141,2020-04-03,O,O,2,USRoute,6-E,,
671750,41.78954,-72.77484,2020-04-06,O,O,2,USRoute,44-E,,
709103,41.786858,-72.718774,2020-04-09,K,K,2,USRoute,44-E,,
674163,41.78648,-72.73536,2020-04-13,O,O,2,USRoute,44-E,,
677236,41.788607,-72.772245,2020-04-23,A,C,2,USRoute,44-E,,
684673,41.790609,-72.778091,2020-04-28,O,O,2,USRoute,44-E,,
680588,41.791608,-72.785294,2020-05-11,O,O,2,USRoute,44-E,,
681010,41.786081,-72.745928,2020-05-11,O,O,2,USRoute,44-E,,
681451,41.78594,-72.72418,2020-05-18,O,O,2,USRoute,44-E,,
684267,41.786436,-72.733659,2020-05-20,A,C,2,USRoute,44-E,,
684306,41.787185,-72.766202,2020-05-28,O,O,2,USRoute,44-E,,
684676,41.786787,-72.719131,2020-05-30,O,O,2,USRoute,44-E,,
689625,41.785912,-72.745782,2020-05-31,O,O,2,USRoute,44-E,,
685021,41.786995,-72.762123,2020-06-01,O,O,2,USRoute,44-E,,
685022,41.78696,-72.76259,2020-06-01,O,O,2,USRoute,44-E,,
688888,41.78636,-72.75626,2020-06-10,A,C,2,USRoute,44-E,,
694209,41.790687,-72.777372,2020-06-21,O,O,2,USRoute,44-E,,
693563,41.78576,-72.74701,2020-06-22,O,O,2,USRoute,44-E,,
693549,41.791062,-72.781237,2020-06-23,O,O,2,USRoute,44-E,,
699491,41.78739,-72.76624,2020-07-07,O,O,2,USRoute,44-E,,
699103,41.78715599,-72.71527632,2020-07-11,A,C,2,USRoute,44-E,,
704686,41.786488,-72.734166,2020-07-24,O,O,2,USRoute,44-E,,
707517,41.785574,-72.749183,2020-07-31,O,O,2,USRoute,44-E,,
708504,41.786854,-72.719247,2020-07-31,O,O,2,USRoute,44-E,,
707522,41.787387,-72.76627,2020-08-05,A,B,2,USRoute,44-E,,
707523,41.785743,-72.747079,2020-08-05,O,O,2,USRoute,44-E,,
707524,41.78635,-72.731244,2020-08-06,A,C,2,USRoute,44-E,,
718767,41.78739,-72.76624,2020-08-07,O,O,2,USRoute,44-E,,
708746,41.791712,-72.787669,2020-08-10,A,C,2,USRoute,44-E,,
714738,41.78576,-72.74701,2020-08-25,O,O,2,USRoute,44-E,,
719792,41.785985,-72.745475,2020-09-11,O,O,2,USRoute,44-E,,
724322,41.787596,-72.76632,2020-09-24,O,O,2,USRoute,44-E,,
729100,41.786068,-72.744793,2020-10-03,O,O,2,USRoute,44-E,,
729721,41.786546,-72.740245,2020-10-06,O,O,2,USRoute,44-E,,
735199,41.786116,-72.754109,2020-10-15,A,C,2,USRoute,44-E,,
759427,41.78646,-72.73508,2020-10-26,O,O,2,USRoute,44-E,,
758246,41.787684,-72.766326,2020-10-27,A,B,2,USRoute,44-E,,
759752,41.786372,-72.742313,2020-11-04,O,O,2,USRoute,44-E,,
769330,41.78715599,-72.71527632,2020-11-12,A,C,2,USRoute,44-E,,
762147,41.790677,-72.776945,2020-11-18,O,O,2,USRoute,44-E,,
762152,41.79089905,-72.77734179,2020-11-26,A,B,2,USRoute,44-E,,
764374,41.78739,-72.76624,2020-12-05,O,O,2,USRoute,44-E,,
774761,41.796417,-72.797849,2020-12-16,O,O,2,USRoute,44-W,,
775305,41.786349,-72.742669,2020-12-16,O,O,2,USRoute,44-E,,
776814,41.785903,-72.725558,2020-12-18,O,O,2,USRoute,44-E,,
774480,41.788658,-72.772069,2020-12-22,A,B,2,USRoute,44-E,,
778282,41.787444,-72.766617,2020-12-22,O,O,2,USRoute,44-E,,
776193,41.785484,-72.748973,2020-12-26,O,O,2,USRoute,44-E,,
777536,41.786468,-72.732236,2020-12-28,O,O,2,USRoute,44-E,,
776422,41.785689,-72.748917,2020-12-31,O,O,2,USRoute,44-E,,
777788,41.79091,-72.78062,2021-01-05,A,C,2,USRoute,44-E,,
782565,41.78739,-72.76624,2021-01-21,O,O,2,USRoute,44-E,,
782325,41.79035327,-72.77606158,2021-01-24,O,O,2,USRoute,44-E,,
788809,41.785843,-72.746192,2021-02-16,A,B,2,USRoute,44-E,,
789337,41.78865821,-72.77327159,2021-02-18,A,C,2,USRoute,44-E,,
790007,41.78885,-72.77374,2021-02-19,O,O,2,USRoute,44-E,,
795250,41.78594,-72.72418,2021-03-13,A,C,2,USRoute,44-E,,
795251,41.785181,-72.747907,2021-03-15,O,O,2,USRoute,44-E,,
798171,41.78599,-72.7241,2021-03-25,A,B,2,USRoute,44-E,,
799483,41.786511,-72.720744,2021-03-27,O,O,2,USRoute,44-E,,
802071,41.78787,-72.767603,2021-03-27,O,O,2,USRoute,44-E,,
799484,41.786477,-72.735446,2021-03-29,A,C,2,USRoute,44-E,,
802080,41.78626399,-72.75557,2021-03-31,O,O,2,USRoute,44-E,,
802088,41.78954,-72.77484,2021-04-04,O,O,2,USRoute,44-E,,
802090,41.786664,-72.720181,2021-04-05,A,C,2,USRoute,44-E,,
802095,41.78627,-72.7306,2021-04-06,O,O,2,USRoute,44-E,,
809230,41.790674,-72.776636,2021-04-30,O,O,2,USRoute,44-E,,
809732,41.78601,-72.74552,2021-05-01,O,O,2,USRoute,44-E,,
809863,41.790922,-72.780717,2021-05-04,O,O,2,USRoute,44-E,,
811175,41.78566,-72.748714,2021-05-07,O,O,2,USRoute,44-W,,
810635,41.786359,-72.755675,2021-05-08,A,C,2,USRoute,44-E,,
813438,41.78648,-72.73536,2021-05-17,O,O,2,USRoute,44-E,,
816677,41.786559,-72.739792,2021-05-21,O,O,2,USRoute,44-E,,
814402,41.786472,-72.757052,2021-05-24,A,C,2,USRoute,44-E,,
818305,41.785582,-72.749244,2021-06-05,A,B,2,USRoute,44-E,,
819033,41.78698,-72.75555,2021-06-05,A,B,2,USRoute,44-E,,
820971,41.79068,-72.77822,2021-06-10,A,B,2,USRoute,44-E,,
822341,41.78594,-72.72418,2021-06-11,O,O,2,USRoute,44-E,,
821955,41.78587,-72.746,2021-06-16,O,O,2,USRoute,44-E,,
822252,41.787027,-72.763232,2021-06-19,O,O,2,USRoute,44-E,,
825552,41.785724,-72.749083,2021-06-25,O,O,2,USRoute,44-W,,
825663,41.79089905,-72.77734179,2021-06-26,A,B,2,USRoute,44-E,,
828616,41.78739,-72.76624,2021-07-01,O,O,2,USRoute,44-E,,
828817,41.78656,-72.74094,2021-07-01,A,C,2,USRoute,44-E,,
828637,41.78885,-72.77374,2021-07-02,O,O,2,USRoute,44-E,,
828653,41.78739,-72.76624,2021-07-06,O,O,2,USRoute,44-E,,
829635,41.78594,-72.72418,2021-07-06,O,O,2,USRoute,44-E,,
831219,41.787403,-72.766612,2021-07-06,O,O,2,USRoute,44-E,,
829655,41.786068,-72.744747,2021-07-09,A,B,2,USRoute,44-E,,
831221,41.785811,-72.74714,2021-07-09,O,O,2,USRoute,44-E,,
836826,41.786344,-72.756258,2021-07-21,A,A,2,USRoute,44-E,,
835345,41.786113,-72.74491,2021-07-26,O,O,2,USRoute,44-E,,
838422,41.785969,-72.745848,2021-08-06,O,O,2,USRoute,44-E,,
840366,41.78645,-72.74226,2021-08-16,O,O,2,USRoute,44-E,,
841451,41.78616,-72.7225,2021-08-17,A,B,2,USRoute,44-E,,
842346,41.78648,-72.73536,2021-08-20,O,O,2,USRoute,44-E,,
845052,41.78744823,-72.76661152,2021-08-24,A,B,2,USRoute,44-E,,
844630,41.78594,-72.72418,2021-08-27,O,O,2,USRoute,44-E,,
847781,41.786274,-72.721943,2021-08-28,A,B,2,USRoute,44-E,,
845140,41.787606,-72.767272,2021-08-31,O,O,2,USRoute,44-E,,
845145,41.793053,-72.792155,2021-09-01,A,B,2,USRoute,44-E,,
845035,41.786325,-72.756116,2021-09-07,O,O,2,USRoute,44-E,,
847782,41.78656,-72.74094,2021-09-07,O,O,2,USRoute,44-E,,
846986,41.786146,-72.754252,2021-09-09,O,O,2,USRoute,44-E,,
847461,41.79091,-72.78062,2021-09-09,A,B,2,USRoute,44-E,,
849128,41.786004,-72.74622,2021-09-11,O,O,2,USRoute,44-E,,
848401,41.78594,-72.72418,2021-09-14,O,O,2,USRoute,44-E,,
851430,41.78613,-72.72418,2021-09-14,O,O,2,USRoute,44-E,,
853249,41.786598,-72.741012,2021-09-22,A,A,2,USRoute,44-E,,
853251,41.786004,-72.7235,2021-09-26,A,B,2,USRoute,44-E,,
853548,41.78861,-72.772763,2021-09-28,O,O,2,USRoute,44-E,,
854503,41.786255,-72.730524,2021-10-05,A,C,2,USRoute,44-E,,
856435,41.789344,-72.774604,2021-10-05,O,O,2,USRoute,44-E,,
856454,41.786454,-72.757127,2021-10-06,A,C,2,USRoute,44-E,,
863673,41.78739,-72.76624,2021-10-15,O,O,2,USRoute,44-E,,
866496,41.785777,-72.746724,2021-10-19,A,C,2,USRoute,44-E,,
865808,41.78593,-72.74586,2021-10-22,A,B,2,USRoute,44-E,,
882219,41.78576,-72.74701,2021-10-23,O,O,2,USRoute,44-E,,
869995,41.785675,-72.747232,2021-10-26,O,O,2,USRoute,44-E,,
865809,41.78576,-72.74701,2021-10-30,O,O,2,USRoute,44-E,,
870064,41.787402,-72.766607,2021-11-02,O,O,2,USRoute,44-E,,
877922,41.790768,-72.780075,2021-11-03,A,B,2,USRoute,44-E,,
870550,41.79045089,-72.77617663,2021-11-04,A,A,2,USRoute,44-E,,
872444,41.786484,-72.757041,2021-11-07,O,O,2,USRoute,44-E,,
873086,41.78582,-72.74666,2021-11-11,O,O,2,USRoute,44-E,,
873087,41.791671,-72.787444,2021-11-11,O,O,2,USRoute,44-E,,
870683,41.786114,-72.744257,2021-11-12,A,C,2,USRoute,44-E,,
870684,41.785892,-72.745957,2021-11-12,A,B,2,USRoute,44-E,,
873102,41.78971,-72.7751,2021-11-12,O,O,2,USRoute,44-E,,
872445,41.791758,-72.788092,2021-11-13,A,C,2,USRoute,44-E,,
874151,41.78616,-72.72852,2021-11-18,O,O,2,USRoute,44-E,,
